MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST
ACURA,CSX 4DR SEDAN FWD /TECH PACKAGE/TYPE-S,06,454,175,144,270,1300,94,45,36,76,110,92,93,150,151,61/39
ACURA,MDX 4DR SUV AWD /TECH/ELITE,07,484,199,173,275,2064,117,170,42,82,109,100,110,174,172,56/44
ACURA,RDX 4DR SUV AWD /TECH PACKAGE,07,459,187,166,265,1782,112,152,38,81,108,95,99,156,158,57/43
ACURA,RL 4DR SEDAN AWD /ELITE,05,493,185,145,279,1815,120,63,33,78,105,101,112,156,157,58/42
ACURA,TL /NAV PACKAGE/TYPE-S,07,481,192,144,274,1642,125,56,35,77,105,102,107,158,157,62/38
ACURA,TSX 4DR SEDAN FWD /NAV PACKAGE/TYPE-S,04,465,176,146,266,1488,121,49,36,81,106,95,104,151,150,60/40
ASTON MARTIN,DB9 2DR COUPE RWD,04,470,188,127,274,1760,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50/50
ASTON MARTIN,DB9 VOLANTE 2DR CONV RWD,05,470,188,127,274,1714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50/50
ASTON MARTIN,DBS 2DR COUOPE RWD,08,472,188,128,274,1695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASTON MARTIN,V8 VANTAGE 2DR COUPE RWD,06,438,187,126,260,1630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASTON MARTIN,V8 VANTAGE ROADSTER 2DR CONV RWD,07,438,187,126,260,1710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUDI,A3 4DR HATCH AWD,05,429,174,146,258,1660,104,137,34,77,100,89,85,152,148,60/40
AUDI,A3 4DR HATCH FWD,05,429,174,146,258,1480,104,137,34,77,100,89,85,152,148,60/40
AUDI,A4 4DR AVANT AWD WAGON 2.0T,05,459,178,143,265,1665,114,160,36,75,96,95,101,149,149,59/41
AUDI,A4 4DR AVANT AWD WAGON 3.2/S4,05,459,178,143,265,1710,114,160,36,75,96,95,101,149,149,59/41
AUDI,A4 4DR SEDAN AWD 2.0T,06,459,177,143,265,1660,116,49,37,76,101,94,101,150,150,58/42
AUDI,A4 4DR SEDAN AWD 3.2,06,459,177,143,265,1700,116,49,37,76,101,94,101,150,150,58/42
AUDI,A4 4DR SEDAN FWD 2.0T,06,459,177,143,265,1555,116,49,37,76,101,94,101,150,150,58/42
AUDI,A4 CABRIOLET 2DR CONV AWD 3.2,02,457,178,139,265,1850,119,89,33,77,118,92,101,151,151,59/41
AUDI,A4 CABRIOLET 2DR CONV AWD S4,02,457,178,139,265,1910,119,89,33,77,118,92,101,151,151,59/41
AUDI,A4 CABRIOLET 2DR CONV FWD 2.0T,02,457,178,139,265,1705,119,89,33,77,118,92,101,151,151,59/41
AUDI,A5 2DR COUOPE AWD,08,464,185,137,275,1497,124,48,33,77,111,88,101,157,157,N/A
AUDI,A6 3.2 4DR SEDAN AWD,05,492,186,146,284,1830,132,54,36,80,105,100,110,158,158,61/39
AUDI,A6 4.2 4DR SEDAN AWD,05,492,186,146,284,1915,132,54,36,80,105,100,110,158,158,61/39
AUDI,A6 4DR AVANT AWD WAGON 3.2,06,493,186,148,284,1890,130,164,37,79,107,100,110,156,158,56/44
AUDI,A6 S6 4DR SEDAN AWD,05,492,186,146,284,1975,132,54,36,80,105,100,110,158,158,61/39
AUDI,A8 4DR SEDAN AWD,05,506,190,144,294,1945,124,63,36,83,110,99,113,162,160,56/44
AUDI,A8 L 4DR SEDAN AWD,04,519,190,146,307,1995,131,61,35,81,112,99,113,160,159,56/44
AUDI,A8 L W12 4DR SEDAN AWD,04,519,190,146,307,2145,131,61,35,81,112,99,113,160,159,56/44
AUDI,A8 S8 4DR SEDAN AWD,05,506,190,144,294,2080,124,63,36,83,110,99,113,162,160,56/44
AUDI,Q7 4DR SUV AWD 3.6L,07,509,198,174,300,2290,124,186,39,88,106,97,112,163,165,50/50
AUDI,Q7 4DR SUV AWD 4.2L,07,509,198,174,300,2480,124,186,39,88,106,97,112,163,165,50/50
AUDI,R8 2DR COUPE AWD,08,443,190,125,265,1565,101,56,30,72,107,100,78,163,159,N/A
AUDI,S4 4DR SEDAN AWD,05,459,178,143,265,1755,116,50,36,75,100,94,101,150,150,60/40
AUDI,S4 AVANT 4DR WAGON AWD,06,459,177,145,265,1805,116,159,37,76,97,94,101,152,151,60/40
AUDI,S4 CABRIOLET 4DR CONV AWD,05,457,179,139,265,1910,115,81,32,77,119,91,101,152,151,53/47
AUDI,S5 2DR COUPE AWD,08,464,185,137,275,1765,124,49,33,77,111,89,102,157,155,N/A
AUDI,S6 4DR SEDAN AWD,07,492,186,145,284,2055,128,53,36,79,107,101,108,158,157,58/42
AUDI,S8 4DR SEDAN AWD,07,506,190,142,294,2080,124,63,36,83,110,99,113,162,160,56/44
AUDI,TT 2DR COUPE 2.0T,07,419,184,135,246,1257,108,40,27,78,111,90,82,156,153,61/39
AUDI,TT 2DR COUPE 3.2,07,419,184,135,246,1407,108,40,27,78,111,90,82,156,153,61/39
AUDI,TT ROADSTER 2DR CONVERTIBLE 2.0T,07,419,184,135,246,1313,108,N/A,27,78,N/A,90,82,156,153,61/39
AUDI,TT ROADSTER 2DR CONVERTIBLE 3.2,07,419,184,135,246,1345,108,N/A,27,78,N/A,90,82,156,153,61/39
BENTLEY,ARNAGE R 4DR SEDAN,99,539,193,152,312,2585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51/49
BENTLEY,ARNAGE RL 4DR SEDAN,99,564,193,152,337,2655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51/49
BENTLEY,ARNAGE T 4DR SEDAN,99,540,193,152,312,2585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51/49
BENTLEY,AZURE 2DR CONVERTIBLE RWD,07,541,190,149,312,2695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,BROOKLANDS 2 DR COUPE RWD,08,541,190,147,312,2655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,CONTINENTAL FLYING SPUR 4DR SEDAN AWD,06,531,196,148,307,2475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BENTLEY,CONTINENTAL GT/SPEED 2DR COUPE AWD,04,481,196,139,275,2385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52/48
BENTLEY,CONTINENTAL GTC 2DR COUPE AWD,07,480,196,140,275,2495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMW,1 SERIES 128i 2DR COUPE RWD,08,436,175,141,266,1478,124,50,35,80,107,77,96,146,148,N/A
BMW,1 SERIES 135i 2DR COUPE RWD,08,436,175,141,266,1533,124,50,35,80,107,77,96,146,148,N/A
BMW,1 SERIES CABRIOLET 128i 2DR CONV RWD,08,436,175,141,266,1474,122,61,N/A,80,N/A,76,95,147,149,N/A
BMW,1 SERIES CABRIOLET 135i 2DR CONV RWD,08,436,175,141,266,1474,122,61,N/A,80,N/A,76,95,147,149,N/A
BMW,3 SERIES 323i/328i 4DR SEDAN RWD,06,453,182,142,276,1485,125,47,37,78,102,77,100,150,151,50/50
BMW,3 SERIES 335i 4DR SEDAN RWD,06,453,182,142,276,1630,125,47,37,78,102,77,100,150,151,50/50
BMW,3 SERIES CABRIOLET 328i RWD,07,459,178,138,276,1720,127,50,35,78,105,77,105,150,149,50/50
BMW,3 SERIES CABRIOLET 335i RWD,07,459,178,138,276,1790,126,67,34,78,121,78,106,149,150,50/50
BMW,3 SERIES COUPE 328i RWD,07,459,178,138,276,1520,127,50,35,78,105,77,105,150,149,50/50
BMW,3 SERIES COUPE 335i RWD,07,459,178,138,276,1620,126,67,34,78,121,78,106,149,150,50/50
BMW,3 SERIES TOURING 328xi 4DR WAGON AWD,06,453,182,142,276,1710,125,156,37,78,100,77,100,150,151,50/50
BMW,5 SERIES 528i 4DR SEDAN RWD,04,485,185,147,290,1540,132,56,32,86,109,84,111,155,157,51/49
BMW,5 SERIES 535i 4DR SEDAN RWD,04,485,185,147,290,1565,132,56,32,86,109,84,111,155,157,51/49
BMW,5 SERIES 550i 4DR SEDAN RWD,04,485,185,147,290,1790,132,56,32,86,109,84,111,155,157,51/49
BMW,5 SERIES TOURING 535xi 4DR WAGON AWD,05,486,185,149,289,1860,129,N/A,36,81,101,85,112,156,158,N/A
BMW,6 SERIES 650i 2DR COUPE RWD,04,482,186,137,277,1730,138,56,32,78,106,94,111,154,156,51/49
BMW,6 SERIES CABRIOLET 650i 2DR RWD,04,482,186,137,277,1940,138,56,32,78,106,94,111,154,156,52/48
BMW,7 SERIES 750i 4DR SEDAN RWD,02,503,190,149,299,2035,136,56,40,82,135,90,114,158,157,50/50
BMW,7 SERIES 750Li 4DR SEDAN RWD,02,517,190,149,312,2065,133,55,40,82,133,91,115,156,157,50/50
BMW,7 SERIES 760Li 4DR SEDAN RWD,02,517,190,148,312,2225,133,55,40,82,133,91,115,156,157,50/50
BMW,7 SERIES ALPINA B7 SEDAN RWD,02,503,190,149,299,2035,136,56,40,82,135,90,114,158,157,50/50
BMW,M COUPE 2DR RWD,07,411,178,129,250,1465,154,20,29,70,114,85,76,148,150,52/48
BMW,M3 2DR COUPE RWD,08,462,180,142,276,1655,130,51,36,79,106,81,105,154,153,50/50
BMW,M3 4DR SEDAN RWD,08,458,182,142,276,1651,130,47,36,78,108,82,101,153,152,50/50
BMW,M5 4DR SEDAN RWD,05,486,185,147,289,1830,132,56,32,86,109,84,111,155,157,50/50
BMW,M6 CABRIOLET 2DR CONVERTIBLE RWD,07,487,185,137,278,1995,141,60,33,80,104,96,113,153,156,N/A
BMW,M6 COUPE 2DR RWD,06,487,185,137,278,1773,141,60,33,80,104,96,113,153,156,N/A
BMW,X3 4DR SUV AWD 3.0i/3.0si,04,457,185,167,279,1845,125,158,39,90,116,80,98,149,152,50/50
BMW,X5 3.0si 4DR SUV AWD,07,485,193,177,293,2260,127,174,45,88,111,87,106,164,165,48/52
BMW,X5 4.8i 4DR SUV AWD,07,485,193,177,293,2420,127,174,45,88,111,87,106,164,165,48/52
BMW,X6 4DR SUV,08,490,198,170,294,N/A,128,137,40,91,115,86,110,165,164,N/A
BMW,Z4 3.0i / 3.0si 2DR CONV RWD,03,409,178,130,249,1370,150,66,30,70,122,82,78,148,152,50/50
BMW,Z4 M 2DR CONV RWD,06,411,178,130,249,1450,154,64,28,71,N/A,85,78,148,147,52/48
BUICK,ALLURE CX/CXL/CXS 4DR SEDAN FWD,05,504,185,146,280,1585,127,64,36,77,102,112,112,155,156,63/37
BUICK,ALLURE SUPER 4DR SEDAN FWD,05,504,185,146,280,1710,127,64,36,77,102,112,112,155,156,63/37
BUICK,ENCLAVE 4DR SUV FWD CX/CXL,07,513,201,185,302,2168,108,205,41,88,105,100,112,171,170,55/45
BUICK,LUCERNE CX 4DR SEDAN FWD,06,516,187,147,293,1707,130,70,34,81,106,109,115,159,159,62/38
BUICK,LUCERNE CXL/CXS/SUPER 4DR SEDAN FWD,06,516,187,147,293,1800,130,70,34,81,106,109,115,159,159,62/38
CADILLAC,CTS VVT/DI 4DR SEDAN RWD,08,487,184,147,288,1751,129,54,33,82,109,86,111,155,158,52/48
CADILLAC,DTS 4DR SEDAN FWD,06,527,190,146,293,1818,137,80,37,79,116,109,126,160,159,61/39
CADILLAC,ESCALADE 4DR SUV AWD,08,514,201,193,295,2570,131,199,46,95,134,96,120,173,170,52/48
CADILLAC,ESCALADE ESV 4DR SUV AWD,07,566,201,189,330,2570,132,251,46,94,135,99,137,174,171,52/48
CADILLAC,ESCALADE EXT P/U EXT CAB S/BOX AWD,07,554,201,189,330,2611,132,280,46,85,134,99,125,174,172,52/48
CADILLAC,ESCALADE HYBRID 4DR SUV 2WD,08,514,201,193,295,2598,131,199,46,95,134,96,120,173,170,N/A
CADILLAC,ESCALADE HYBRID 4DR SUV 4WD,08,514,201,193,295,2729,131,199,46,95,134,96,120,173,170,N/A
CADILLAC,SRX 4DR SUV RWD V6,04,496,184,172,296,1889,135,193,41,83,113,86,114,155,156,53/47
CADILLAC,SRX 4DR SUV RWD V8,04,496,184,172,296,1951,135,193,41,83,113,86,114,155,156,53/47
CADILLAC,STS V6/V8 4DR SEDAN RWD,05,499,184,146,295,1750,129,52,35,79,114,92,112,157,158,54/46
CADILLAC,STS-V 4DR SEDAN RWD,06,502,184,148,296,1948,137,54,36,83,112,94,112,156,156,54/46
CADILLAC,XLR ROADSTER 2DR CONV RWD,04,451,184,128,269,1654,153,80,29,79,108,87,95,158,158,49/51
CADILLAC,XLR-V ROADSTER 2DR CONV RWD,04,451,184,128,269,1726,153,80,29,79,108,87,95,158,158,49/51
CHEVROLET,AVALANCHE 1500 P/U CREWCAB S/BOX 2WD,07,554,201,186,331,2466,131,280,46,97,115,99,125,174,172,52/48
CHEVROLET,AVALANCHE 1500 P/U CREWCAB S/BOX 4WD,07,554,201,189,331,2576,131,280,46,97,115,99,125,174,172,52/48
CHEVROLET,AVEO 4DR SEDAN FWD /LS/LT,07,431,171,151,248,1148,96,47,37,78,98,85,100,144,143,63/37
CHEVROLET,AVEO5 4DR HATCH FWD /LS,04,388,167,150,248,1065,91,120,39,78,97,82,59,145,142,63/37
CHEVROLET,COBALT LS/LT 2DR COUPE FWD,05,458,173,142,262,1239,110,53,35,74,101,96,100,147,149,60/40
CHEVROLET,COBALT LS/LT 4DR SEDAN FWD,05,458,173,145,262,1261,106,52,36,74,101,96,100,149,148,59/41
CHEVROLET,COBALT SPORT 2DR COUPE FWD,05,458,173,142,262,1277,110,53,35,74,101,96,100,147,149,60/40
CHEVROLET,COBALT SPORT 4DR SEDAN FWD,05,458,173,145,262,1302,106,52,36,74,101,96,100,149,148,59/41
CHEVROLET,COBALT SS 2DR COUPE FWD TURBOCHARGED,05,458,173,142,262,1349,110,53,35,74,101,96,100,147,149,60/40
CHEVROLET,COBALT SS 4DR SEDAN FWD TURBOCHARGED,05,458,173,145,262,N/A,106,52,36,74,101,96,100,149,148,59/41
CHEVROLET,COLORADO CREW CAB S/BOX 2WD,04,526,174,162,320,1702,128,268,42,79,103,86,120,152,153,57/43
CHEVROLET,COLORADO CREW CAB S/BOX 4X4,04,526,174,173,320,1815,128,268,42,79,103,86,120,152,153,57/43
CHEVROLET,COLORADO EXT CAB S/BOX 2WD,04,526,172,161,320,1636,126,268,41,75,104,86,120,148,148,57/43
CHEVROLET,COLORADO EXT CAB S/BOX 4X4,04,526,172,172,320,1725,126,268,41,75,104,86,120,148,148,57/43
CHEVROLET,COLORADO REG CAB S/BOX 2WD,04,488,172,165,282,1569,128,230,42,79,110,86,120,150,150,57/43
CHEVROLET,COLORADO REG CAB S/BOX 4X4,04,488,172,172,282,1685,128,230,42,79,110,86,120,150,150,57/43
CHEVROLET,CORVETTE 2DR CONVERTIBLE RWD,05,444,184,125,266,1451,139,31,28,75,103,92,86,157,155,52/48
CHEVROLET,CORVETTE COUPE 2DR RWD,05,444,184,125,266,1442,139,31,28,75,103,92,86,157,155,52/48
CHEVROLET,CORVETTE Z06 COUPE 2DR RWD,06,446,193,125,269,1420,150,30,28,74,101,92,85,162,161,51/49
CHEVROLET,EQUINOX 4DR SUV AWD LS/LT/SPORT,04,479,181,170,286,1713,120,164,42,86,103,96,97,156,157,56/44
CHEVROLET,EQUINOX 4DR SUV FWD LS/LT,04,479,181,170,286,1697,120,164,42,86,103,96,97,156,157,57/43
CHEVROLET,EQUINOX 4DR SUV FWD SPORT,04,479,181,170,286,1773,120,164,42,86,103,96,97,156,157,57/43
CHEVROLET,G1500 EXPRESS CARGO,03,569,202,207,343,2102,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,G1500 EXPRESS PASSENGER,03,569,202,207,343,2321,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,G2500 EXPRESS CARGO,03,569,202,207,343,2188,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,G2500 EXPRESS CARGO EXTENDED,03,620,202,208,394,2272,91,342,54,99,146,101,124,173,172,N/A
CHEVROLET,G2500 EXPRESS PASSENGER,03,569,202,207,343,2626,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,G2500 EXPRESS PASSENGER EXTENDED,03,620,202,208,394,2717,91,342,54,99,146,101,124,173,172,N/A
CHEVROLET,G3500 EXPRESS CARGO,03,569,202,207,343,2422,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,G3500 EXPRESS CARGO EXTENDED,03,620,202,208,394,2503,91,342,54,99,146,101,124,173,172,N/A
CHEVROLET,G3500 EXPRESS PASSENGER,03,569,202,207,343,2690,91,291,54,99,146,101,124,173,172,58/42
CHEVROLET,G3500 EXPRESS PASSENGER EXTENDED,03,620,202,208,394,2778,91,342,54,99,146,101,124,173,172,59/41
CHEVROLET,H1500 EXPRESS CARGO AWD,03,569,202,207,343,2335,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,H1500 EXPRESS PASSENGER VAN AWD,03,569,202,207,343,2537,91,291,54,99,146,101,124,173,172,N/A
CHEVROLET,HHR LS/LT 4DR WAGON,06,448,176,166,263,1431,118,170,35,77,105,93,93,150,149,57/43
CHEVROLET,HHR SS 4DR WAGON,06,448,176,166,263,1488,118,170,35,77,105,93,93,150,149,57/43
CHEVROLET,IMPALA 4DR SEDAN FWD LS/LT,06,509,185,149,281,1630,128,65,38,78,109,110,120,157,158,61/39
CHEVROLET,IMPALA 4DR SEDAN FWD LTZ/SS,06,509,185,149,281,1684,128,65,38,78,109,110,120,157,158,61/39
CHEVROLET,MALIBU HYBRID 4DR SEDAN FWD,08,487,179,145,285,N/A,116,55,33,81,108,99,103,152,153,N/A
CHEVROLET,MALIBU LS/1LT/2LT/LTZ 4DR SEDAN FWD,08,487,179,145,285,1569,116,55,33,81,108,99,103,152,153,59/41
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 2WD,07,570,203,188,365,2329,131,293,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 CREW CAB S/BOX 4X4,07,570,203,188,365,2440,131,293,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB L/BOX 2WD,07,618,203,188,400,2342,131,340,46,86,133,100,117,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB L/BOX 4X4,07,618,203,188,400,2432,131,340,46,86,133,100,117,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB M/BOX 2WD,07,570,203,188,365,2316,131,293,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB M/BOX 4X4,07,570,203,188,365,2424,131,293,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB S/BOX 2WD,07,545,203,188,340,2265,131,268,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 EXT CAB S/BOX 4X4,07,545,203,188,340,2370,131,268,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 REG CAB L/BOX 2WD,07,556,203,188,338,2084,132,278,46,86,133,100,117,174,171,58/42
CHEVROLET,SILVERADO 1500 REG CAB L/BOX 4X4,07,556,203,188,338,2243,132,278,46,86,133,100,117,174,171,58/42
CHEVROLET,SILVERADO 1500 REG CAB M/BOX 2WD,07,508,203,188,302,2020,132,234,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 1500 REG CAB M/BOX 4X4,07,508,203,188,302,2122,132,234,46,86,133,100,105,174,171,58/42
CHEVROLET,SILVERADO 2500HD CREW CAB L/BOX 2WD,07,644,203,198,426,2676,132,366,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB L/BOX 4X4,07,644,203,198,426,2798,132,366,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB M/BOX 2WD,07,596,203,198,391,2605,132,329,46,86,133,100,105,174,171,N/A
CHEVROLET,SILVERADO 2500HD CREW CAB M/BOX 4X4,07,596,203,198,391,2714,132,329,46,86,133,100,105,174,171,N/A
CHEVROLET,SILVERADO 2500HD EXT CAB L/BOX 2WD,07,618,203,198,400,2601,131,340,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 2500HD EXT CAB L/BOX 4X4,07,618,203,198,400,2724,131,340,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 2500HD EXT CAB M/BOX 2WD,07,570,203,198,365,2538,131,293,46,86,133,100,105,174,171,N/A
CHEVROLET,SILVERADO 2500HD EXT CAB M/BOX 4X4,07,570,203,198,365,2652,131,293,46,86,133,100,105,174,171,N/A
CHEVROLET,SILVERADO 2500HD REG CAB L/BOX 2WD,07,556,203,198,338,2408,132,278,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 2500HD REG CAB L/BOX 4X4,07,556,203,198,338,2519,132,278,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 3500 CREW CAB L/BOX 2WD DRW,07,644,244,198,426,N/A,132,366,46,86,133,100,117,174,N/A,N/A
CHEVROLET,SILVERADO 3500 CREW CAB L/BOX 2WD SRW,07,644,203,198,426,2795,132,366,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 3500 CREW CAB L/BOX 4X4 DRW,07,644,244,198,426,N/A,132,366,46,86,133,100,117,174,N/A,N/A
CHEVROLET,SILVERADO 3500 CREW CAB L/BOX 4X4 SRW,07,644,203,198,426,N/A,132,366,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 3500 EXT CAB L/BOX 2WD DRW,07,618,244,198,400,2845,131,340,46,86,133,100,117,174,N/A,N/A
CHEVROLET,SILVERADO 3500 EXT CAB L/BOX 2WD SRW,07,618,203,198,400,2618,131,340,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 3500 EXT CAB L/BOX 4X4 DRW,07,618,244,198,400,2965,131,340,46,86,133,100,117,174,N/A,N/A
CHEVROLET,SILVERADO 3500 EXT CAB L/BOX 4X4 SRW,07,618,203,198,400,2731,131,340,46,86,133,100,117,174,171,N/A
CHEVROLET,SILVERADO 3500 REG CAB L/BOX 4X4 DRW,07,556,244,198,338,2833,132,278,46,86,133,100,117,174,N/A,N/A
CHEVROLET,SILVERADO 3500 REG CAB L/BOX 4X4 SRW,07,556,203,198,338,2764,132,278,46,86,133,100,117,174,171,N/A
CHEVROLET,SUBURBAN 4DR SUV 4WD LTZ,07,565,201,195,330,2611,132,251,46,95,133,100,135,175,171,51/49
CHEVROLET,SUBURBAN 4DR SUV RWD LS/LT,07,565,201,195,330,2543,132,251,46,95,133,100,135,175,171,51/49
CHEVROLET,TAHOE 4DR SUV 4WD LTZ,06,513,201,196,295,2506,132,199,46,95,133,100,118,173,169,51/49
CHEVROLET,TAHOE 4DR SUV RWD LS/LT,06,513,201,196,295,2388,132,199,46,95,133,100,118,173,169,51/49
CHEVROLET,TAHOE HYBRID 4DR SUV 2WD,08,513,201,195,295,2548,132,199,46,95,133,100,118,173,169,51/49
CHEVROLET,TAHOE HYBRID 4DR SUV 4WD,08,513,201,196,295,2647,132,199,46,95,133,100,118,173,169,51/49
CHEVROLET,TRAILBLAZER 4DR SUV 4WD LT1/LT3,02,487,189,189,287,2052,131,163,48,85,123,90,110,158,158,54/46
CHEVROLET,TRAILBLAZER 4DR SUV 4WD SS,02,487,189,172,287,2115,131,163,48,85,123,90,110,158,158,54/46
CHEVROLET,UPLANDER EWB FWD LS/LT,05,519,183,183,307,1939,94,215,49,91,116,100,112,159,160,56/44
CHEVROLET,UPLANDER FWD LS/LT1/LT2,05,485,183,183,287,1853,94,178,48,88,116,100,98,160,160,56/44
CHRYSLER,300 TOURING/LIMITED 4DR SEDAN RWD,04,500,188,148,305,1706,127,59,32,86,121,85,110,160,159,53/47
CHRYSLER,300C /HERITAGE EDITION/SRT DESIGN 4DR SEDAN R,04,500,188,148,305,1857,127,59,32,86,121,85,110,160,159,54/46
CHRYSLER,300C SRT8 4DR SEDAN RWD,04,500,188,147,305,1895,127,59,32,86,121,85,110,160,159,54/46
CHRYSLER,ASPEN 4DR SUV 4WD LIMITED,07,510,193,189,303,2322,113,202,41,85,117,100,110,163,164,54/46
CHRYSLER,ASPEN HYBRID 4DR SUV 4WD,08,513,193,187,303,N/A,113,202,41,85,117,100,110,163,164,N/A
CHRYSLER,CROSSFIRE LIMITED 2DR COUPE RWD,04,407,177,131,241,1388,138,40,29,78,104,82,84,148,148,54/46
CHRYSLER,CROSSFIRE ROADSTER LIMITED 2DR CONV RWD,05,406,177,132,240,1424,140,68,30,78,114,82,85,150,149,53/47
CHRYSLER,PACIFICA LIMITED 4DR WAGON AWD,03,505,201,174,296,2022,125,187,38,90,112,101,107,169,170,56/44
CHRYSLER,PACIFICA LX/TOURING 4DR WAGON FWD,03,505,201,174,296,1975,125,187,38,90,112,101,107,169,170,56/44
CHRYSLER,PT CRUISER CONVERTIBLE TOURING 2DR FWD,05,429,170,154,261,1498,107,157,32,85,122,84,84,147,146,59/41
CHRYSLER,PT CRUISER LX/TOURING 4DR WAGON FWD,01,429,171,160,262,1498,106,115,39,83,112,84,84,148,148,63/37
CHRYSLER,SEBRING CONVERTIBLE LIMITED 2DR FWD,07,492,182,149,277,1795,118,84,N/A,83,123,101,115,155,156,61/39
CHRYSLER,SEBRING CONVERTIBLE LX/TOURING 2DR FWD,07,492,182,149,277,1744,118,84,N/A,83,123,101,115,155,156,60/40
CHRYSLER,SEBRING LIMITED 4DR SEDAN AWD,07,484,181,150,277,1677,121,57,36,78,114,102,107,157,158,60/40
CHRYSLER,SEBRING LIMITED 4DR SEDAN FWD,07,484,181,150,277,1520,121,57,36,78,114,102,107,157,158,60/40
CHRYSLER,SEBRING LX/TOURING 4DR SEDAN FWD,07,484,181,150,277,1502,121,57,36,78,114,102,107,157,158,60/40
CHRYSLER,TOWN & COUNTRY LIMITED FWD,08,514,195,175,308,2096,102,219,47,88,140,95,111,165,164,55/45
CHRYSLER,TOWN & COUNTRY TOURING FWD,08,514,195,175,308,2044,102,219,47,88,140,95,111,165,164,55/45
