MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST,model_year
acura,mdx 4dr suv awd,14,492,196,171,282,1970,118,186,40,89,120,98,111,169,168,58/42,mdx 4dr suv awd14
acura,rlx 4dr sedan awd hybrid,13,499,190,146,285,1980,133,56,37,80,113,100,114,163,163,57/43,rlx 4dr sedan awd hybrid13
audi,a3 cabriolet,14,444,180,136,260,1625,120,64,31,81,126,87,97,154,151,60/40,a3 cabriolet14
audi,a3 sedan 1.8 tfsi/2.0tdi,14,446,180,142,264,1440,120,47,34,78,108,87,95,156,153,60/40,a3 sedan 1.8 tfsi/2.0tdi14
audi,a3 sedan 2.0 tfsi,14,446,180,142,264,1525,120,47,34,78,108,87,95,156,153,60/40,a3 sedan 2.0 tfsi14
audi,a4 allroad 2.0 tfsi quattro,13,472,184,147,281,1765,136,152,33,80,108,88,103,158,157,53/47,a4 allroad 2.0 tfsi quattro13
audi,a6 4dr sedan 2.0 tfsi quattro,11,492,187,146,291,1795,140,58,37,80,111,92,109,163,162,55/45,a6 4dr sedan 2.0 tfsi quattro11
audi,a6 4dr sedan 3.0 tfsi quattro,11,492,187,146,291,1860,140,58,37,80,111,92,109,163,162,55/45,a6 4dr sedan 3.0 tfsi quattro11
audi,a6 4dr sedan tdi quattro,11,492,187,146,291,1895,140,58,37,80,111,92,109,163,162,55/45,a6 4dr sedan tdi quattro11
audi,a7 4dr sportback 3.0 tfsi quattro/tdi quattro,11,497,191,142,291,1910,140,230,34,78,112,93,112,164,164,54/46,a7 4dr sportback 3.0 tfsi quattro/tdi quattro11
audi,rs7 4dr sportback 4.0 tfsi quattro,14,501,191,142,291,2030,144,232,34,78,112,97,114,164,164,54/46,rs7 4dr sportback 4.0 tfsi quattro14
audi,s3 sedan tfsi quattro,14,447,180,142,264,1565,120,47,34,78,108,87,95,155,153,60/40,s3 sedan tfsi quattro14
audi,s6 4dr sedan 4.0 tfsi quattro,11,492,187,146,291,1995,140,58,37,80,111,92,109,163,162,55/45,s6 4dr sedan 4.0 tfsi quattro11
audi,s7 4dr sportback 4.0 tfsi quattro,11,497,191,142,291,2045,140,230,34,78,112,93,112,164,164,54/46,s7 4dr sportback 4.0 tfsi quattro11
bmw,2 series 228i 2dr coupe rwd,14,443,177,142,268,1460,134,53,34,81,104,78,96,152,156,53/47,2 series 228i 2dr coupe rwd14
bmw,2 series m235i 2dr coupe rwd,14,443,177,142,268,1530,134,53,34,81,104,78,96,152,156,53/47,2 series m235i 2dr coupe rwd14
bmw,2 series m235i xdrive 2dr coupe awd,14,443,177,142,268,1600,134,53,34,81,104,78,96,152,156,50/50,2 series m235i xdrive 2dr coupe awd14
bmw,3 series 320i 4dr sedan rwd,12,463,181,143,281,1474,137,52,37,77,109,78,104,154,158,50/50,3 series 320i 4dr sedan rwd12
bmw,3 series 320i xdrive 4dr sedan awd,12,463,181,143,281,1565,137,52,37,77,109,78,104,154,158,50/50,3 series 320i xdrive 4dr sedan awd12
bmw,3 series 328d xdrive 4dr sedan awd,12,463,181,143,281,1642,137,52,37,77,109,78,104,154,158,50/50,3 series 328d xdrive 4dr sedan awd12
bmw,3 series 328i 4dr sedan rwd,12,463,181,143,281,1524,137,52,37,77,109,78,104,154,158,50/50,3 series 328i 4dr sedan rwd12
bmw,3 series 328i xdrive 4dr sedan awd,12,463,181,143,281,1630,137,52,37,77,109,78,104,154,158,50/50,3 series 328i xdrive 4dr sedan awd12
bmw,3 series 328i xdrive gran turismo,14,483,183,151,292,1776,141,119,38,82,108,81,110,154,159,49/51,3 series 328i xdrive gran turismo14
bmw,3 series 335i xdrive gran turismo,14,483,183,151,292,1819,141,119,38,82,108,81,110,154,159,49/51,3 series 335i xdrive gran turismo14
bmw,3 series 340i 4dr sedan rwd,12,463,181,143,281,1608,137,52,37,77,109,78,104,154,158,52/48,3 series 340i 4dr sedan rwd12
bmw,3 series 340i xdrive 4dr sedan awd,12,463,181,143,281,1676,137,52,37,77,109,78,104,154,158,52/48,3 series 340i xdrive 4dr sedan awd12
bmw,3 series touring 328d xdrive 4dr wagon,13,463,181,143,281,1719,137,163,37,77,103,78,104,153,157,49/51,3 series touring 328d xdrive 4dr wagon13
bmw,3 series touring 328i xdrive 4dr wagon,13,463,181,143,281,1715,137,163,37,77,103,78,104,153,157,49/51,3 series touring 328i xdrive 4dr wagon13
bmw,4 series  428i 2dr cabriolet rwd,14,464,183,138,281,1812,137,65,35,80,124,79,104,155,159,50/50,4 series  428i 2dr cabriolet rwd14
bmw,4 series  428i 2dr coupe rwd,14,464,183,138,281,1551,137,53,35,80,106,79,104,155,159,50/50,4 series  428i 2dr coupe rwd14
bmw,4 series  428i xdrive 2dr cabriolet awd,14,464,183,138,281,1887,137,65,35,80,124,79,104,155,159,50/50,4 series  428i xdrive 2dr cabriolet awd14
bmw,4 series  428i xdrive 2dr coupe awd,14,464,183,138,281,1649,137,53,35,80,106,79,104,155,159,50/50,4 series  428i xdrive 2dr coupe awd14
bmw,4 series  435i 2dr cabriolet rwd,14,464,183,138,281,1864,137,65,35,80,124,79,104,155,159,50/50,4 series  435i 2dr cabriolet rwd14
bmw,4 series  435i 2dr coupe rwd,14,464,183,138,281,1624,137,53,35,80,106,79,104,155,159,50/50,4 series  435i 2dr coupe rwd14
bmw,4 series  435i xdrive 2dr cabriolet awd,14,464,183,138,281,1937,137,65,35,80,124,79,104,155,159,50/50,4 series  435i xdrive 2dr cabriolet awd14
bmw,4 series  435i xdrive 2dr coupe awd,14,464,183,138,281,1694,137,53,35,80,106,79,104,155,159,50/50,4 series  435i xdrive 2dr coupe awd14
bmw,4 series gran coupe 428i 4dr sedan rwd,14,464,183,139,281,1617,137,100,35,80,106,79,104,155,159,49/51,4 series gran coupe 428i 4dr sedan rwd14
bmw,4 series gran coupe 428i xdrive 4dr sedan awd,14,464,183,139,281,1696,137,100,35,80,106,79,104,155,159,50/50,4 series gran coupe 428i xdrive 4dr sedan awd14
bmw,4 series gran coupe 435i 4dr sedan rwd,14,464,183,139,281,1696,137,100,35,80,106,79,104,155,159,50/50,4 series gran coupe 435i 4dr sedan rwd14
bmw,4 series gran coupe 435i xdrive 4dr sedan awd,14,464,183,139,281,1762,137,100,35,80,106,79,104,155,159,49/51,4 series gran coupe 435i xdrive 4dr sedan awd14
bmw,5 series 528i xdrive 4dr sedan awd,11,490,186,146,297,1815,148,55,38,81,111,83,110,160,163,51/49,5 series 528i xdrive 4dr sedan awd11
bmw,5 series 535d xdrive 4dr sedan awd,11,490,186,146,297,1930,148,55,38,81,111,83,110,160,163,51/49,5 series 535d xdrive 4dr sedan awd11
bmw,5 series 535i xdrive 4dr sedan awd,11,490,186,146,297,1885,148,55,38,81,111,83,110,160,163,51/49,5 series 535i xdrive 4dr sedan awd11
bmw,5 series 550i xdrive 4dr sedan awd,11,490,186,146,297,2010,148,55,38,81,111,83,110,160,163,51/49,5 series 550i xdrive 4dr sedan awd11
bmw,6 series  650i xdrive 2dr coupe awd,12,489,189,137,286,2000,158,60,32,82,107,94,110,160,167,54/46,6 series  650i xdrive 2dr coupe awd12
bmw,6 series cabriolet 650i xdrive 2dr conv awd,12,489,189,137,286,2109,158,N/A,32,82,N/A,94,110,160,167,52/48,6 series cabriolet 650i xdrive 2dr conv awd12
bmw,6 series gran coupe 640i xdrive 4dr sedan,13,501,189,139,297,1980,158,60,31,81,107,94,110,160,167,53/47,6 series gran coupe 640i xdrive 4dr sedan13
bmw,6 series gran coupe 650i xdrive 4dr sedan,13,501,189,139,297,2089,158,60,31,81,107,94,110,160,167,53/47,6 series gran coupe 650i xdrive 4dr sedan13
bmw,i series i3,14,400,178,158,257,1195,71,129,36,91,110,71,72,157,158,45/55,i series i314
bmw,i series i3 range extender,14,400,178,158,257,1315,71,129,36,91,110,71,72,157,158,45/55,i series i3 range extender14
bmw,i series i8,14,469,194,130,280,1575,132,48,26,79,107,96,93,164,158,49/51,i series i814
bmw,m3 4dr sedan rwd,14,467,188,143,281,1606,139,53,37,77,109,81,105,158,160,52/48,m3 4dr sedan rwd14
bmw,m4 2dr cabriolet rwd,14,467,187,139,281,1839,137,65,35,80,124,81,105,158,160,48/52,m4 2dr cabriolet rwd14
bmw,m4 2dr coupe rwd,14,467,187,138,281,1601,139,53,35,80,106,81,105,158,160,52/48,m4 2dr coupe rwd14
bmw,m5 4dr sedan rwd,12,491,186,146,296,1990,148,55,38,81,111,84,111,160,163,51/49,m5 4dr sedan rwd12
bmw,m6 2dr coupe rwd,12,489,189,137,285,1930,158,60,32,82,107,94,110,160,167,53/47,m6 2dr coupe rwd12
bmw,m6 cabriolet 2dr conv rwd,12,489,189,137,285,2045,158,N/A,32,82,N/A,94,110,160,167,50/50,m6 cabriolet 2dr conv rwd12
bmw,m6 gran coupe 4dr sedan,13,501,190,139,297,2009,158,60,31,81,107,94,110,163,161,52/48,m6 gran coupe 4dr sedan13
bmw,x3 xdrive28d 4dr suv,11,465,188,168,281,1919,138,158,44,85,114,85,97,162,163,50/50,x3 xdrive28d 4dr suv11
bmw,x3 xdrive28i 4dr suv,11,465,188,168,281,1882,138,158,44,85,114,85,97,162,163,50/50,x3 xdrive28i 4dr suv11
bmw,x3 xdrive35i 4dr suv,11,465,188,168,281,1919,138,158,44,85,114,85,97,162,163,50/50,x3 xdrive35i 4dr suv11
bmw,x5 xdrive35d 4dr suv,14,489,194,176,293,2236,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive35d 4dr suv14
bmw,x5 xdrive35i 4dr suv,14,489,194,176,293,2173,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive35i 4dr suv14
bmw,x5 xdrive50i 4dr suv,14,489,194,176,293,2336,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive50i 4dr suv14
buick,enclave 4dr suv awd,13,513,201,182,302,2233,108,205,41,88,105,100,112,171,170,55/45,enclave 4dr suv awd13
buick,enclave 4dr suv fwd,13,513,201,182,302,2143,108,205,41,88,105,100,112,171,170,55/45,enclave 4dr suv fwd13
buick,encore 4dr suv awd,12,427,177,165,256,1523,111,138,39,90,102,94,77,154,154,60/40,encore 4dr suv awd12
buick,encore 4dr suv fwd,12,427,177,165,256,1468,111,138,39,90,102,94,77,154,154,60/40,encore 4dr suv fwd12
buick,verano 4dr sedan base/turbo,11,467,181,148,269,1497,120,54,37,82,105,100,99,154,156,61/39,verano 4dr sedan base/turbo11
cadillac,ats 2dr coupe 2.0l awd,14,468,185,136,277,1620,139,53,29,83,111,84,107,155,157,51/49,ats 2dr coupe 2.0l awd14
cadillac,ats 2dr coupe 2.0l rwd,14,468,185,136,277,1550,139,53,29,83,111,84,107,155,157,51/49,ats 2dr coupe 2.0l rwd14
cadillac,ats 2dr coupe 3.6l awd,14,468,185,136,277,1675,139,53,29,83,111,84,107,155,157,51/49,ats 2dr coupe 3.6l awd14
cadillac,ats 2dr coupe 3.6l rwd,14,468,185,136,277,1601,139,53,29,83,111,84,107,155,157,51/49,ats 2dr coupe 3.6l rwd14
cadillac,ats 4dr sedan base rwd,12,465,180,137,278,1503,140,53,32,81,108,83,104,152,154,50/50,ats 4dr sedan base rwd12
cadillac,ats 4dr sedan turbo/3.6l v6 awd,12,465,180,137,278,1607,140,53,32,81,108,83,104,152,154,51/49,ats 4dr sedan turbo/3.6l v6 awd12
cadillac,ats 4dr sedan turbo/3.6l v6 rwd,12,465,180,137,278,1530,140,53,32,81,108,83,104,152,154,51/49,ats 4dr sedan turbo/3.6l v6 rwd12
cadillac,ats-v 2dr coupe rwd,14,469,184,138,277,1725,139,53,29,83,111,84,107,155,157,51/49,ats-v 2dr coupe rwd14
cadillac,ats-v 4dr sedan rwd,12,467,181,141,278,1729,140,53,32,81,108,83,104,152,154,51/49,ats-v 4dr sedan rwd12
cadillac,cts 4dr sedan 2.0l awd,14,497,183,145,291,1713,145,61,34,85,108,87,119,156,157,50/50,cts 4dr sedan 2.0l awd14
cadillac,cts 4dr sedan 2.0l rwd,14,497,183,145,291,1642,145,61,34,85,108,87,119,156,157,50/50,cts 4dr sedan 2.0l rwd14
cadillac,cts 4dr sedan 3.6l awd,14,497,183,145,291,1763,145,61,34,85,108,87,119,156,157,50/50,cts 4dr sedan 3.6l awd14
cadillac,cts 4dr sedan 3.6l rwd,14,497,183,145,291,1703,145,61,34,85,108,87,119,156,157,50/50,cts 4dr sedan 3.6l rwd14
cadillac,cts vsport 4dr sedan rwd,14,497,183,145,291,1807,145,61,34,85,108,87,119,156,157,50/50,cts vsport 4dr sedan rwd14
cadillac,elr coupe,14,472,185,142,269,1846,121,47,28,90,111,105,99,158,159,N/A,elr coupe14
cadillac,xts 4dr sedan awd,12,513,185,148,284,1912,131,57,35,87,112,103,126,158,160,59/41,xts 4dr sedan awd12
cadillac,xts 4dr sedan fwd,12,513,185,148,284,1817,131,57,35,87,112,103,126,158,160,59/41,xts 4dr sedan fwd12
cadillac,escalade,14,518,204,189,295,2649,138,209,43,103,122,103,120,175,174,52/48,escalade14
cadillac,escalade esv,14,570,204,189,330,2740,138,261,43,103,122,103,137,175,174,51/49,escalade esv14
chevrolet,city express van,14,473,173,187,293,1475,100,208,48,98,126,95,84,152,152,52/48,city express van14
